cdmTableName,cdmFieldName,isRequired,isRequiredThreshold,cdmDatatype,cdmDatatypeThreshold,userGuidance,etlConventions,isPrimaryKey,isPrimaryKeyThreshold,isForeignKey,isForeignKeyThreshold,fkTableName,fkFieldName,fkDomain,fkDomainThreshold,fkClass,fkClassThreshold,isStandardValidConcept,isStandardValidConceptThreshold,measureValueCompleteness,measureValueCompletenessThreshold,standardConceptRecordCompleteness,standardConceptRecordCompletenessThreshold,sourceConceptRecordCompleteness,sourceConceptRecordCompletenessThreshold,sourceValueCompleteness,sourceValueCompletenessThreshold,standardConceptFieldName,plausibleValueLow,plausibleValueLowThreshold,plausibleValueHigh,plausibleValueHighThreshold,plausibleTemporalAfterTableName,plausibleTemporalAfterFieldName,plausibleTemporalAfterThreshold,plausibleDuringLife,plausibleDuringLifeThreshold
OBSERVATION_PERIOD,observation_period_id,Yes,0,integer,0,A Person can have multiple discrete observations periods which are identified by the Observation_Period_Id. It is assumed that the observation period covers the period of time for which we know events occurred for the Person. In the context of the Common Data Model the absence of events during an observation period implies that the event did not occur.,"Assign a unique observation_period_id to each discrete observation period for a Person. An observation period should the length of time for which we know events occurred for the Person. It may take some logic to define an observation period, especially when working with EHR or registry data. Often if no enrollment or coverage information is given an observation period is defined as the time between the earliest record and the latest record available for a person.",Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
OBSERVATION_PERIOD,person_id,Yes,0,integer,0,,,No,,Yes,0,PERSON,PERSON_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
OBSERVATION_PERIOD,observation_period_start_date,Yes,0,date,0,Use this date to determine the start date of the period for which we can assume that all events for a Person are recorded and any absense of records indicates an absence of events.,"It is often the case that the idea of observation periods does not exist in source data. In those cases the observation_period_start_date can be inferred as the earliest event date available for the Person. In US claims, the observation period can be considered as the time period the person is enrolled with an insurer. If a Person switches plans but stays with the same insurer, that change would be captured in payer_plan_period.",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,Yes,0
OBSERVATION_PERIOD,observation_period_end_date,Yes,0,date,0,Use this date to determine the end date of the period for which we can assume that all events for a Person are recorded and any absense of records indicates an absence of events.,It is often the case that the idea of observation periods does not exist in source data. In those cases the observation_period_start_end_date can be inferred as the latest event date available for the Person. The event dates include insurance enrollment dates.,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,OBSERVATION_PERIOD,OBSERVATION_PERIOD_START_DATE,0,Yes,0
OBSERVATION_PERIOD,period_type_concept_id,Yes,0,Integer,0,This field can be used to determine the provenance of the observation period as in whether the period was determined from an insurance enrollment file or if it was determined from EHR healthcare encounters.,Choose the observation_period_type_concept_id that best represents how the period was determined.,No,,Yes,0,CONCEPT,CONCEPT_ID,Type Concept,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
VISIT_OCCURRENCE,visit_occurrence_id,Yes,0,integer,0,Use this to identify unique interactions between a person and the health care system. This identifier links across the other CDM event tables to associate events with a visit.,This should be populated by creating a unique identifier for each unique interaction between a person and the healthcare system where the person receives a medical good or service over a span of time.,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
VISIT_OCCURRENCE,person_id,Yes,0,integer,0,,,No,,Yes,0,PERSON,PERSON_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
VISIT_OCCURRENCE,visit_concept_id,Yes,0,integer,0,"This field contains a concept id representing the kind of visit, like inpatient or outpatient.","Populate this field based on the kind of visit that took place for the person. For example this could be ""Inpatient Visit"", ""Outpatient Visit"", ""Ambulatory Visit"", etc. It is often the case that some logic should be written for how to define visits and how to assign Visit_Concept_Id. In US claims outpatient visits that appear to occur within the time period of an inpatient visit can be rolled into one with the same Visit_Occurrence_Id. In EHR data inpatient visits that are within one day of each other may be strung together to create one visit. It will all depend on the source data and how encounter records should be translated to visit occurrences.",No,,Yes,0,CONCEPT,CONCEPT_ID,Visit,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
VISIT_OCCURRENCE,visit_start_date,Yes,0,date,0,"For inpatient visits, the start date is typically the admission date. For outpatient visits the start date and end date will be the same.","When populating visit_start_date, you will first have to make decisions on how to define visits. In some cases visits in the source data can be strung together if there are one or fewer days between them.",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,Yes,0
VISIT_OCCURRENCE,visit_start_datetime,No,,datetime,0,,"If no time is given for the start date of a visit, set it to midnight (00:00:0000).",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,Yes,0
VISIT_OCCURRENCE,visit_end_date,Yes,0,date,0,For inpatient visits the end date is typically the discharge date.,"Visit end dates are mandatory. If end dates are not provided in the source there are three ways in which to derive them:
Outpatient Visit: visit_end_datetime = visit_start_datetime
Emergency Room Visit: visit_end_datetime = visit_start_datetime
Inpatient Visit: Usually there is information about discharge. If not, you should be able to derive the end date from the sudden decline of activity or from the absence of inpatient procedures/drugs.
Non-hospital institution Visits: Particularly for claims data, if end dates are not provided assume the visit is for the duration of month that it occurs.
For Inpatient Visits ongoing at the date of ETL, put date of processing the data into visit_end_datetime and visit_type_concept_id with 32220 ""Still patient"" to identify the visit as incomplete.
All other Visits: visit_end_datetime = visit_start_datetime. If this is a one-day visit the end date should match the start date.",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,VISIT_OCCURRENCE,VISIT_START_DATE,0,Yes,0
VISIT_OCCURRENCE,visit_end_datetime,No,,datetime,0,,"If no time is given for the end date of a visit, set it to midnight (00:00:0000).",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,VISIT_OCCURRENCE,VISIT_START_DATETIME,0,Yes,0
VISIT_OCCURRENCE,visit_type_concept_id,Yes,0,Integer,0,"Use this field to understand the provenance of the visit record, or where the record comes from.","Populate this field based on the provenance of the visit record, as in whether it came from an EHR record or billing claim.",No,,Yes,0,CONCEPT,CONCEPT_ID,Type Concept,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
VISIT_OCCURRENCE,provider_id,No,,integer,0,There will only be one provider per visit. If multiple providers are associated with a visit that information can be found in the VISIT_DETAIL table.,"If there are multiple providers associated with a visit, you will need to choose which one to put here. The additional providers can be stored in the visit_detail table.",No,,No,,PROVIDER,PROVIDER_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
VISIT_OCCURRENCE,care_site_id,No,,integer,0,This field provides information about the care site where the visit took place.,There should only be one care site associated with a visit.,No,,No,,CARE_SITE,CARE_SITE_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
VISIT_OCCURRENCE,visit_source_value,No,,varchar(50),0,"This field houses the verbatim value from the source data representing the kind of visit that took place (inpatient, outpatient, emergency, etc.)","If there is information about the kind of visit in the source data that value should be stored here. If a visit is an amalgamation of visits from the source then use a hierarchy to choose the visit source value, such as IP -> ER-> OP. This should line up with the logic chosen to determine how visits are created.",No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,VISIT_CONCEPT_ID,,,,,,,,No,
VISIT_OCCURRENCE,visit_source_concept_id,No,,integer,0,,If the visit source value is coded in the source data using an OMOP supported vocabulary put the concept id representing the source value here.,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,No,,Yes,0,No,,,,,,,,,,No,
VISIT_OCCURRENCE,admitting_source_concept_id,No,,integer,0,"Use this field to determine where the patient was admitted from. This concept is part of the visit domain and can indicate if a patient was admitted to the hospital from a long-term care facility, for example.","If available, map the admitted_from_source_value to a standard concept in the visit domain.",No,,Yes,0,CONCEPT,CONCEPT_ID,Visit,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
VISIT_OCCURRENCE,admitting_source_value,No,,varchar(50),0,,"This information may be called something different in the source data but the field is meant to contain a value indicating where a person was admitted from. Typically this applies only to visits that have a length of stay, like inpatient visits or long-term care visits.",No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,ADMITTING_SOURCE_CONCEPT_ID,,,,,,,,No,
VISIT_OCCURRENCE,discharge_to_concept_id,No,,integer,0,"Use this field to determine where the patient was discharged to after a visit. This concept is part of the visit domain and can indicate if a patient was discharged to home or sent to a long-term care facility, for example.","If available, map the discharge_to_source_value to a standard concept in the visit domain.",No,,Yes,0,CONCEPT,CONCEPT_ID,Visit,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
VISIT_OCCURRENCE,discharge_to_source_value,No,,varchar(50),0,,"This information may be called something different in the source data but the field is meant to contain a value indicating where a person was discharged to after a visit, as in they went home or were moved to long-term care. Typically this applies only to visits that have a length of stay of a day or more.",No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,DISCHARGE_TO_CONCEPT_ID,,,,,,,,No,
VISIT_OCCURRENCE,preceding_visit_occurrence_id,No,,integer,0,Use this field to find the visit that occured for the person prior to the given visit. There could be a few days or a few years in between.,"The preceding_visit_id can be used to link a visit immediately preceding the current visit. Note this is not symmetrical, and there is no such thing as a ""following_visit_id"".",No,,Yes,0,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
CONDITION_OCCURRENCE,condition_occurrence_id,Yes,0,bigint,0,,,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
CONDITION_OCCURRENCE,person_id,Yes,0,bigint,0,,,No,,Yes,0,PERSON,PERSON_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
CONDITION_OCCURRENCE,condition_concept_id,Yes,0,integer,0,"The CONDITION_CONCEPT_ID field is recommended for primary use in analyses, and must be used for network studies",,No,,Yes,0,CONCEPT,CONCEPT_ID,Condition,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
CONDITION_OCCURRENCE,condition_start_date,Yes,0,date,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,Yes,0
CONDITION_OCCURRENCE,condition_start_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,Yes,0
CONDITION_OCCURRENCE,condition_end_date,No,,date,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,CONDITION_OCCURRENCE,CONDITION_START_DATE,0,Yes,0
CONDITION_OCCURRENCE,condition_end_datetime,No,,datetime,0,,should not be inferred,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,CONDITION_OCCURRENCE,CONDITION_START_DATETIME,0,Yes,0
CONDITION_OCCURRENCE,condition_type_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Type Concept,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
CONDITION_OCCURRENCE,condition_status_concept_id,No,,integer,0,,"Presently, there is no designated vocabulary, domain, or class that represents condition status. The following concepts from SNOMED are recommended:
Admitting diagnosis: 4203942
Final diagnosis: 4230359 (should also be used for discharge diagnosis
Preliminary diagnosis: 4033240",No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
CONDITION_OCCURRENCE,stop_reason,No,,varchar(20),0,The Stop Reason indicates why a Condition is no longer valid with respect to the purpose within the source data. Note that a Stop Reason does not necessarily imply that the condition is no longer occurring.,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
CONDITION_OCCURRENCE,provider_id,No,,integer,0,,,No,,Yes,0,PROVIDER,PROVIDER_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
CONDITION_OCCURRENCE,visit_occurrence_id,No,,integer,0,,,No,,Yes,0,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
CONDITION_OCCURRENCE,visit_detail_id,No,,integer,0,,,No,,Yes,0,VISIT_DETAIL,VISIT_DETAIL_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
CONDITION_OCCURRENCE,condition_source_value,No,,varchar(50),0,"This field is discouraged from use in analysis because it is not required to contain Standard Concepts that are used across the OHDSI community, and should only be used when Standard Concepts do not adequately represent the source detail for the Condition necessary for a given analytic use case.  Consider using CONDITION_CONCEPT_ID instead to enable standardized analytics that can be consistent across the network.  ",This code is mapped to a Standard Condition Concept in the Standardized Vocabularies and the original code is stored here for reference.,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,CONDITION_CONCEPT_ID,,,,,,,,No,
CONDITION_OCCURRENCE,condition_source_concept_id,No,,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,No,,Yes,0,No,,,,,,,,,,No,
CONDITION_OCCURRENCE,condition_status_source_value,No,,varchar(50),0,,This code is mapped to a Standard Concept in the Standardized Vocabularies and the original code is stored here for reference.,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,0,CONDITION_STATUS_CONCEPT_ID,,,,,,,,No,
DRUG_EXPOSURE,drug_exposure_id,Yes,0,bigint,0,,,Yes,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DRUG_EXPOSURE,person_id,Yes,0,bigint,0,,,No,,Yes,,PERSON,PERSON_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DRUG_EXPOSURE,drug_concept_id,Yes,0,integer,0,,,No,,Yes,,CONCEPT,CONCEPT_ID,Drug,,,,Yes,,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
DRUG_EXPOSURE,drug_exposure_start_date,Yes,0,date,0,,"Valid entries include a start date of a prescription, the date a prescription was filled, or the date on which a Drug administration procedure was recorded.",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',,"DATEADD(dd,1,GETDATE())",,PERSON,BIRTH_DATETIME,,Yes,0
DRUG_EXPOSURE,drug_exposure_start_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',,"DATEADD(dd,1,GETDATE())",,PERSON,BIRTH_DATETIME,,Yes,0
DRUG_EXPOSURE,drug_exposure_end_date,Yes,0,date,0,,"The DRUG_EXPOSURE_END_DATE denotes the day the drug exposure ended for the patient. This could be that the duration of DRUG_SUPPLY was reached (in which case DRUG_EXPOSURE_END_DATETIME = DRUG_EXPOSURE_START_DATETIME + DAYS_SUPPLY -1 day), or because the exposure was stopped (medication changed, medication discontinued, etc.)   When the native data suggests a drug exposure has a days supply less than 0, drop the record as unknown if a person has received the drug or not (THEMIS issue #24).   If a patient has multiple records on the same day for the same drug or procedures the ETL should not de-dupe them unless there is probable reason to believe the item is a true data duplicate (THEMIS issue #14).  Depending on different sources, it could be a known or an inferred date and denotes the last day at which the patient was still exposed to Drug.",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',,"DATEADD(dd,1,GETDATE())",,DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATE,,Yes,0
DRUG_EXPOSURE,drug_exposure_end_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',,"DATEADD(dd,1,GETDATE())",,DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATETIME,,Yes,0
DRUG_EXPOSURE,verbatim_end_date,No,,date,0,You can use the TYPE_CONCEPT_ID to delineate between prescriptions written vs. prescriptions dispensed vs. medication history vs. patient-reported exposure,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',,"DATEADD(dd,1,GETDATE())",,DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATE,,Yes,0
DRUG_EXPOSURE,drug_type_concept_id,Yes,0,integer,0,,,No,,Yes,,CONCEPT,CONCEPT_ID,Type Concept,,,,Yes,,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
DRUG_EXPOSURE,stop_reason,No,,varchar(20),0,," Reasons include regimen completed, changed, removed, etc.",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DRUG_EXPOSURE,refills,No,,integer,0,"The content of the refills field determines the current number of refills, not the number of remaining refills. For example, for a drug prescription with 2 refills, the content of this field for the 3 Drug Exposure events are null, 1 and 2.",,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,0,,12,,,,,No,
DRUG_EXPOSURE,quantity,No,,float,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,0,,1095,,,,,No,
DRUG_EXPOSURE,days_supply,No,,integer,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,0,,365,,,,,No,
DRUG_EXPOSURE,sig,No,,varchar(MAX),0,(and printed on the container),,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DRUG_EXPOSURE,route_concept_id,No,,integer,0,"Route information can also be inferred from the Drug product itself by determining the Drug Form of the Concept, creating some partial overlap of the same type of information. Therefore, route information should be stored in DRUG_CONCEPT_ID (as a drug with corresponding Dose Form). The ROUTE_CONCEPT_ID could be used for storing more granular forms e.g. 'Intraventricular cardiac'.",,No,,Yes,,CONCEPT,CONCEPT_ID,Route,,,,Yes,,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
DRUG_EXPOSURE,lot_number,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DRUG_EXPOSURE,provider_id,No,,integer,0,,,No,,Yes,,PROVIDER,PROVIDER_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DRUG_EXPOSURE,visit_occurrence_id,No,,integer,0,,,No,,Yes,,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DRUG_EXPOSURE,visit_detail_id,No,,integer,0,,,No,,Yes,,VISIT_DETAIL,VISIT_DETAIL_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
DRUG_EXPOSURE,drug_source_value,No,,varchar(50),0,,"This code is mapped to a Standard Drug concept in the Standardized Vocabularies and the original code is, stored here for reference.",No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,,DRUG_CONCEPT_ID,,,,,,,,No,
DRUG_EXPOSURE,drug_source_concept_id,No,,integer,0,,,No,,Yes,,CONCEPT,CONCEPT_ID,,,,,No,,Yes,100,No,,Yes,,No,,,,,,,,,,No,
DRUG_EXPOSURE,route_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,Yes,,ROUTE_CONCEPT_ID,,,,,,,,No,
DRUG_EXPOSURE,dose_unit_source_value,No,,varchar(50),0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
PROCEDURE_OCCURRENCE,procedure_occurrence_id,Yes,0,integer,0,,,Yes,0,No,,,,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
PROCEDURE_OCCURRENCE,person_id,Yes,0,integer,0,,,No,,Yes,0,PERSON,PERSON_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
PROCEDURE_OCCURRENCE,procedure_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Procedure,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
PROCEDURE_OCCURRENCE,procedure_date,Yes,0,date,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,Yes,0
PROCEDURE_OCCURRENCE,procedure_datetime,No,,datetime,0,,,No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,'1950-01-01',0,"DATEADD(dd,1,GETDATE())",0,PERSON,BIRTH_DATETIME,0,Yes,0
PROCEDURE_OCCURRENCE,procedure_type_concept_id,Yes,0,integer,0,,,No,,Yes,0,CONCEPT,CONCEPT_ID,Type Concept,0,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
PROCEDURE_OCCURRENCE,modifier_concept_id,No,,integer,0,"These concepts are typically distinguished by 'Modifier' concept classes (e.g., 'CPT4 Modifier' as part of the 'CPT4' vocabulary).",,No,,Yes,0,CONCEPT,CONCEPT_ID,,,,,Yes,0,Yes,100,Yes,0,No,,No,,,,,,,,,,No,
PROCEDURE_OCCURRENCE,quantity,No,,integer,0,"If the quantity value is omitted, a single procedure is assumed.","If a Procedure has a quantity of '0' in the source, this should default to '1' in the ETL. If there is a record in the source it can be assumed the exposure occurred at least once (THEMIS issue #26).",No,,No,,,,,,,,No,,Yes,100,No,,No,,No,,,1,0,,,,,,No,
PROCEDURE_OCCURRENCE,provider_id,No,,integer,0,,,No,,No,,PROVIDER,PROVIDER_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
PROCEDURE_OCCURRENCE,visit_occurrence_id,No,,integer,0,,,No,,No,,VISIT_OCCURRENCE,VISIT_OCCURRENCE_ID,,,,,No,,Yes,100,No,,No,,No,,,,,,,,,,No,
